29570	46730	44496	16611	6818	18712	25058	45900	31051	14715
29774	8261	41431	2891	40446	12682	36745	7891	23971	41623
25459	41571	18083	32589	41784	36712	21702	15148	17643	28060
20532	5511	46750	823	35104	24035	3457	34106	21490	5726
46299	19183	47910	20565	8462	9292	35158	41256	18486	42522
34454	4940	4800	18080	4485	13944	1440	27830	13660	47920
45563	28105	13649	23541	47542	4895	31950	18243	26857	8044
34347	9784	44751	5898	33414	43284	8050	14939	18222	1831
10815	19054	20640	34267	40708	16807	18393	26312	24955	13952
6528	45321	3472	35928	25089	39570	14252	40011	24321	11869
46	27927	17083	37823	36893	49107	1676	39153	40719	22833
16089	20688	22050	29597	34904	11505	36847	15295	7832	26802
19760	25715	18294	44879	27291	21441	27524	25909	43226	16227
21908	13195	24774	7006	48128	34407	33638	23194	41712	49615
5401	34117	31072	20417	44932	2413	19348	36291	33945	21052
34986	19785	40786	28271	29092	23095	11664	26349	9043	24759
40985	35956	17541	44820	4866	46105	17967	2673	40911	15900
8340	28289	42809	3663	27510	20230	45053	41220	46858	32309
13086	28841	43788	27267	17568	33876	37309	30555	11901	39363
33081	14225	46992	28982	2266	23030	35556	49644	16964	31086
11285	27149	43012	19577	49327	36825	4832	18175	39472	25432
37558	24873	40742	35986	44336	4901	7811	45753	9907	7921
8127	35836	48069	40948	22290	33928	47273	7706	44308	34591
3907	21089	36163	40317	48421	37605	24274	6857	15343	4851
19129	20567	39582	30884	302	23489	17774	44174	35724	36862
25995	9892	22853	18355	27	2238	23419	37249	36517	40945
43369	27013	40349	19224	35224	35281	48977	44439	18533	27550
38486	27473	38989	47574	22940	14278	12137	44305	18364	16695
24449	12117	45034	47011	31204	36729	29964	48939	26231	39211
31152	22234	22331	24012	24816	37967	49503	727	9264	5425
49630	48612	7905	3002	9516	16823	13979	13612	23459	8074
22729	26448	47476	9487	22850	37991	43967	48095	44436	36
41475	39462	42069	35211	20902	20827	3471	45259	30190	32439
17628	43361	40124	23877	11742	16056	14788	42106	45446	49103
15824	31037	36527	29423	38871	32502	1559	48499	9930	40506
35039	29319	23566	19122	42592	19405	7575	26670	49913	24114
1253	2698	45934	36426	49801	16685	39445	16438	24845	3474
37422	681	15824	18645	38583	45941	46432	2305	21852	21362
38602	49189	13750	41614	31896	3420	45673	20617	593	48926
7850	35708	31141	25136	18761	35715	30866	7845	36617	33623
49997	2541	18259	49639	21124	21630	48563	8528	42726	20290
49059	19135	37639	36493	48683	17572	20345	28247	24465	47716
21685	21531	23844	49296	8867	24434	19953	45211	31671	34686
20091	26196	40004	3977	29152	45675	43543	15864	33609	779
37068	30495	34293	26275	34146	26534	38460	7575	46224	20113
29330	9414	13482	16595	32446	21657	3618	36785	6187	17350
35139	38383	6982	30492	39417	12641	4443	49139	20578	26419
18578	32156	29028	48571	48385	8110	36450	31237	19085	11720
23307	46724	23072	12250	47287	25159	6692	24497	39747	49307
17916	17089	9036	29414	1217	48010	44339	43775	15640	582
17139	18165	17399	27654	32719	30771	44108	37382	17319	10013
12511	35664	39349	19873	23708	46372	41972	21380	36763	25744
14724	42324	29534	2915	22006	11840	12313	22784	40652	30024
37565	44361	21187	46898	3448	19868	1926	23263	33310	20138
35675	25333	48918	13443	19347	44053	29588	46201	10830	124
35375	48532	42473	41315	18446	25399	26235	32839	13897	31162
33969	4856	20491	15423	20732	21192	6964	9807	14482	12191
23398	12880	48392	17292	8813	32769	49852	1903	25995	26686
5805	33745	14103	31818	40957	47512	18077	35851	37968	14820
33105	45680	39926	14418	33465	17657	27508	33397	2341	5834
31407	29025	17030	22329	14303	10257	4824	37758	5778	27035
1234	32661	1727	40580	21130	44522	208	18938	16850	23524
1084	22466	12843	27100	37027	25347	32029	46030	48751	31866
9785	7621	7559	38462	44491	21564	22702	39326	23086	44245
44618	3215	34212	49922	28735	45972	12479	33663	38361	28498
49390	19982	28277	4890	41064	27599	11152	15849	7303	19111
5575	37783	48773	33299	42842	24646	33904	6409	22143	40256
25648	37129	14260	27483	9751	37415	35355	1635	23927	4143
45990	6539	27047	10749	45968	22426	47213	37404	25544	21486
27188	35349	43747	44091	10802	30504	23185	18227	44840	2913
33384	36541	9640	13862	3260	23728	11124	37595	195	61
24986	33496	36476	44403	43263	47273	7893	20600	2869	46349
29108	27049	32439	33706	18683	5391	6348	34023	20381	8077
43249	7708	34232	35928	38472	12181	49568	14671	19153	21827
26832	12756	40540	36634	7361	46478	33956	38687	47483	17262
48101	3031	49762	16353	41785	33836	32776	26387	20146	24958
6505	26654	40322	35006	10076	46172	19017	17425	35523	15308
46400	27420	14597	34328	31827	25624	1039	17437	26861	38059
3299	31213	41230	6853	35576	7425	41474	4002	24	4589
7805	12246	32904	9024	19838	3551	14319	9586	19822	28585
21538	48499	45447	2654	26729	36002	5107	23048	44068	45371
16808	9399	48835	6238	19093	13193	17678	12366	46015	27369
43476	20399	42854	5225	26059	7341	13633	11116	12548	4100
18438	2381	4143	7483	13886	20520	18885	36221	41615	47853
37061	20648	20985	11271	746	247	46913	22949	44933	19660
13516	16181	39715	25332	42982	46921	36672	39186	6279	16743
36924	404	39478	49961	42672	7132	13311	34665	20340	32203
10233	20342	21752	33861	13700	30410	33317	10974	14303	46341
11454	1332	44516	2039	36264	21789	2744	23112	39533	49088
2395	39006	32472	11286	28550	49485	38955	13674	21414	8155
28229	19478	13958	21612	21370	18672	31930	14573	2974	32790
40273	10262	33245	36358	38967	24645	29690	2996	11124	21773
35219	30365	49099	4933	23495	31907	11378	14417	2605	28560
19742	5140	43595	42231	27960	40466	11919	6512	27313	35850
31807	43736	9631	29372	47268	16120	4954	20782	48698	9474
20572	35819	16903	14364	22058	28657	10079	2235	27579	36901
5841	23031	9543	43450	15918	20756	3778	26284	1869	18325
2074	5023	48093	42161	30644	40701	37072	48437	30670	20186
8305	7230	49365	19903	25354	24785	24489	43963	990	13097
11272	29414	21901	15895	1558	11571	33084	37079	9167	21253
5413	10573	16074	26386	23548	1871	9475	48626	37402	10380
8620	8631	23813	42918	34618	46145	7521	36484	64	30190
30420	17381	26723	34194	27162	15943	27644	33834	47907	44620
1308	13470	6030	7334	46184	27210	1260	36697	29524	37625
32788	42007	24016	13834	17858	44772	20314	45292	10822	47653
15110	45208	17682	11972	46744	21266	13495	38007	13612	27479
24263	16050	44105	31867	33719	6157	46723	38513	12241	47421
30161	26349	42179	47570	2819	1015	12289	11330	43897	14837
10973	32987	12888	28877	26143	46037	33057	1580	11469	41257
34083	11428	15274	47408	40911	23947	28353	34053	45154	41457
35542	34135	24697	21570	44898	16665	36431	26989	27983	44941
47004	8861	31713	49804	37671	24912	18064	32688	30050	29365
28439	34443	14965	4166	48909	49473	16269	15376	31410	33137
665	21414	15980	41207	40949	31154	33491	35813	48577	44252
46258	30150	6525	7392	6097	29226	22034	28571	33581	19068
5247	21303	10083	35827	34420	25139	32968	5156	27913	23443
31113	28179	9651	24230	20857	17497	29532	3254	17458	28138
49300	7085	35613	466	14626	44606	12254	45864	48376	11784
40440	11587	35647	28291	36912	42600	15885	42853	48640	28190
9445	25728	310	4779	14047	6582	15250	12395	19595	43850
27931	16405	44262	18103	31372	14110	33673	4642	10557	6753
23219	12449	23376	1602	49689	47832	40400	16753	30205	25983
9878	10902	13534	29958	5702	8229	29869	22355	14244	40595
27363	24091	35967	15683	41054	14061	13798	3479	41361	46272
5333	21812	2686	44474	25561	9425	6837	12757	6595	33659
31619	37668	23219	22415	18040	1171	8061	44756	25852	6438
8781	4269	39024	35127	18329	22510	133	43005	10766	27408
201	9796	31772	31834	22635	21641	46761	4141	44082	34985
32025	14417	32008	40524	36397	33490	37060	44269	30033	48847
4347	20934	16515	19862	49750	28029	43110	33368	28012	25996
21087	31646	12956	5699	21699	2310	48264	9911	43595	9822
42711	14136	29858	12539	40697	30991	9411	11242	13235	11059
9922	2096	21322	1695	28281	8354	37985	42820	8390	9140
34542	21499	12447	40553	39137	36007	27772	11690	30798	4002
23094	1966	36795	16327	26415	7524	4172	20401	23765	6670
23381	16756	10303	16589	18100	21629	21013	9240	24200	45231
33198	7359	39188	1607	10194	38587	690	20400	33944	31522
8127	17142	4827	12405	17700	14993	38630	31300	23487	925
35938	10998	22718	13011	11170	11806	42848	24475	18379	7850
3845	19308	41033	13598	20584	8887	42058	23825	47996	46604
28875	9708	30265	13829	43572	33475	2324	34945	45023	22223
37540	45404	47192	31417	5638	12565	35240	46099	27358	29804
32190	27742	24747	25593	22583	15645	16970	13413	48932	17001
46659	35725	49315	1353	27608	48127	33155	45362	27790	26511
37098	42163	22316	40284	14599	33992	49344	28984	19912	12104
5177	16325	38909	15912	15961	24662	17236	12467	28327	13729
17830	35507	48564	27656	41463	29507	204	44700	26955	29010
1102	19568	26631	39722	44270	42699	2948	28156	15189	46616
11820	23032	40802	20315	31323	14326	40580	4253	46018	30366
17855	37867	27316	35458	31313	34674	32017	4198	21622	711
48367	3708	18236	19708	26144	37512	19427	32890	44959	3499
47538	33686	22658	32284	35546	2483	42692	39637	30469	41280
46991	1025	27232	26504	13847	40660	25759	46138	43403	13564
28314	36564	11682	253	8506	908	9673	17752	24295	28261
47777	37637	48578	10518	1571	48988	18810	9352	24116	39751
31292	9195	11147	30151	34247	4461	39467	45143	33729	30849
26234	40371	20369	42858	12813	9508	48782	11113	21635	42294
30421	39676	20820	24796	26763	26728	3429	46817	23484	8665
40230	36664	49472	14465	20265	1326	33837	46148	24679	21099
17409	38241	8310	43265	2881	36261	49879	25629	34143	25482
26527	20870	49073	29259	21470	37836	36337	33450	17007	17006
978	15589	34318	49164	32342	23952	8978	22046	43876	49963
1738	31816	12534	36865	9423	13636	39222	8587	7073	4769
49733	24653	30799	46672	20864	22749	25775	27306	607	1498
34166	3757	17576	49910	27105	22466	4308	5869	17620	19393
34095	16199	29428	25270	27492	27782	20557	39198	38808	40669
33713	46034	4140	8655	26736	24075	20177	38998	34054	35788
41241	46881	44223	43558	5870	43224	14776	30809	43129	3748
47367	18777	12609	27799	8402	23312	35655	42510	14537	49006
15430	9027	46327	19300	34683	27495	9025	35309	17358	7361
5611	14013	2197	40383	19028	44080	44010	27393	15855	6818
1103	33223	14300	10122	15137	27154	31340	47824	29605	8227
9376	8151	4932	38731	13956	28638	3627	14673	44126	34068
36032	22079	44572	9495	41391	3561	48483	32265	40386	45327
12553	15518	31001	35319	13899	11430	46684	45927	16722	5356
9073	36842	25775	26013	15626	6328	5642	45096	34362	9635
31438	3145	965	38251	22249	15556	26078	21357	36959	20630
37941	41965	32949	8969	6231	19495	4997	15920	150	36253
42737	48961	1451	29466	18588	12514	43061	45204	32967	4118
26280	28759	26822	35394	4418	20432	41917	35233	26988	32567
32045	44112	2828	29912	6546	37203	19033	36381	38125	2409
20622	13651	30560	31081	20146	40754	27750	13680	32151	48135
6534	1602	18909	16335	7203	42655	38615	12458	41867	12843
35123	43407	19881	17344	47011	28821	29457	10733	45774	11863
42429	23119	40033	41415	43491	48208	47386	43085	16183	2932
35356	27974	36663	41784	35487	44390	521	43031	37880	13042
25732	31093	7717	37363	35760	44490	20832	20950	19393	2805
