81599	26312	74935	99457	3215	53211	38205	11830	49491	79852
9834	95740	71249	46725	45588	31613	2110	90885	40401	66250
81774	14605	2635	72159	42064	7937	19898	32178	58430	40590
78261	17809	32946	93214	15470	96343	12837	66494	8973	77889
83644	24030	12672	30333	1756	82099	72447	23827	57097	957
53415	57269	35595	16165	44415	24029	17528	87178	95905	95546
70892	10747	20887	84322	30980	10496	47591	5867	58471	63156
10359	45017	34223	44971	39178	3986	75622	96073	6807	29295
90138	71096	46555	35980	73062	89098	68534	96693	30413	24462
37199	46622	97629	26784	27387	96924	56350	60580	30767	81927
43818	60144	5965	77668	58478	39190	52636	22126	93213	31574
90970	91387	57549	90313	51160	24222	90920	76380	29408	97826
13187	86608	28922	47885	85363	51915	45876	56958	70520	81364
50748	89015	5588	71559	35464	64187	93668	4630	10587	42349
67942	98936	29140	19562	60420	57227	49555	25749	73464	15816
46811	52751	65132	79775	34393	55835	28148	42910	61967	59390
3697	10909	77312	20528	18834	35069	98250	49251	56267	7220
75636	66723	24364	62132	51388	63299	65923	10498	8812	17898
60274	82567	14071	31377	12494	23808	75938	50881	51096	87379
86381	72954	70485	73977	94774	29455	62866	10783	4833	4940
62542	57994	91543	11319	82317	20108	27582	14648	10003	59306
93585	62567	31607	21294	11665	32094	36877	74200	614	58218
23675	85282	28921	97857	78416	69463	38218	69992	63478	96500
18898	76076	32772	11375	27652	47811	74947	18084	40990	47556
29064	12958	69979	43703	99045	43492	84307	45527	32140	26386
98756	70051	13534	60593	55934	90476	80122	37513	75684	54673
56110	64887	35669	93738	97533	10461	13984	90684	84547	17049
57526	35192	40140	92728	88823	94007	66850	82559	12218	6905
23149	51582	85151	53497	28785	77122	57082	69467	3012	77492
98911	35394	5079	76036	85609	61721	85751	73707	47193	92941
24779	9701	74623	77658	8710	18073	78658	37851	66226	64260
14317	71665	31111	52575	40101	13447	59907	39590	12764	38512
70213	68512	89475	62807	66985	41683	13308	42906	89812	6074
82214	14471	89728	31071	61869	14244	66768	59599	93038	73661
68931	40623	89803	11622	9102	65107	60180	40868	17773	17413
40848	42323	12862	71253	76430	93717	28395	19413	61004	82544
6137	72344	64631	8595	85291	79972	88467	75461	1049	69241
9375	83149	10304	70442	99645	63707	64263	20416	57502	30745
19167	37041	27771	6914	8401	12707	723	70313	61547	38214
13456	61535	72043	52429	22054	61679	64131	94338	9783	26879
78910	44712	64716	69557	77596	88463	14485	40451	96572	31386
11822	97326	63767	14774	75239	53602	86233	70494	27414	53795
95263	39340	18715	87141	99000	40110	92510	98459	52554	2055
67554	18195	4335	20391	92250	91411	27203	72654	3620	38055
51623	76597	33282	43181	19486	44675	37375	98616	72460	54253
6560	71180	222	41688	18808	96083	16667	88325	75342	13390
68464	33579	47573	38569	74016	95058	83872	24141	68206	50469
26846	45400	8056	66492	88103	51372	41946	60534	72758	68078
89036	51680	96248	20659	88256	52147	22471	16830	93349	92454
24215	64240	84452	82189	45928	32838	7825	60564	64826	20274
95795	27415	90663	92182	12153	49092	19472	96805	78321	36695
24082	90592	27043	45868	12128	17777	46752	74449	73589	71882
36493	63740	27507	88847	46600	64208	922	4277	33630	78051
88246	44947	83148	59904	84057	16690	11624	79427	90741	84150
88909	65947	74870	95628	17184	43750	96402	22832	74186	24704
57181	18538	63747	38237	77327	24733	86019	34721	38944	28657
64592	66915	69260	3782	70038	26949	65776	60490	97166	74270
37367	33558	49733	26296	91007	5036	36459	28619	81512	61451
335	21653	17540	86585	36683	72240	81532	56406	34467	4538
65062	25414	22522	19969	13473	15336	26289	16967	32279	28219
35138	15704	2887	61015	39275	33465	68976	89270	89380	29994
91841	13944	30434	78962	95469	63498	50790	39366	39224	72893
32417	49330	50205	30845	14578	39092	2626	50327	34235	33148
89841	57096	64261	21382	394	11927	13252	68702	57633	34878
82528	26742	1083	19244	49783	34359	57744	24741	13191	3000
94842	86030	39699	98247	19749	21856	5591	44449	49529	88512
93095	30219	92196	24574	60262	9738	1596	93232	8148	9876
92410	69664	92643	17456	6532	6493	29526	95539	9691	72889
87225	11603	23797	86747	94540	39555	22253	5804	15265	7786
51151	20335	29891	52683	82155	66601	56918	57518	23654	46214
49130	70038	23584	25193	83895	93037	57108	42613	21829	5816
18426	43250	33685	72280	94044	60046	91107	6254	93938	9486
43502	74197	82862	27261	57818	50975	48657	92010	63612	95945
62399	12253	48672	64102	90019	21633	73365	75572	11412	45535
20261	73913	15674	85018	16718	97803	5977	83668	42595	76096
57726	36778	50045	42366	6251	16838	72275	15805	14697	25929
83345	68705	48975	98959	43827	41926	9908	69856	98117	32625
42904	2136	17099	81748	65064	66851	47785	10856	69642	8243
76951	31931	76668	49287	71094	72896	25482	94540	55610	86658
37052	46124	63214	14090	69508	42664	86794	79081	19736	34290
32486	17969	4125	68435	4812	70903	21337	9025	40405	21479
92138	2672	40452	76380	19325	29781	97975	17665	88980	8235
5235	68503	7846	41319	68433	21476	91	94448	13400	51755
69270	96867	77032	17324	84335	86991	48341	88776	64299	30769
72114	35955	48429	8861	77696	37654	94699	80917	97207	98364
19485	16962	13861	73870	11674	96266	1233	58916	91610	36585
19503	77395	1470	3622	90994	3980	50371	76050	5966	29114
33913	9591	87601	36587	59809	80853	88100	41555	48567	36672
89505	58665	51501	41156	19167	43931	17704	92389	35908	55788
70457	14173	7806	53600	34871	63543	15106	12974	45470	22389
84181	77081	73859	89785	81795	38663	9823	54283	74638	68792
61878	60929	63851	99421	34323	87357	90505	69599	79544	71044
10219	86541	35517	66218	57281	78373	75847	67272	86463	61473
69590	73625	80571	81473	41594	12975	64967	34032	38362	45141
19104	76056	23015	1390	99894	37266	96649	61253	9218	86263
89723	22127	27333	92501	12713	89325	94706	52950	87521	3203
66346	67774	4867	58231	26256	91374	88049	85212	60894	9184
31483	52549	40547	11087	72216	32943	1586	21683	67446	20285
25163	34188	17358	22127	31852	34272	60753	52263	44515	57448
3291	65526	98642	46941	84302	62537	25336	76277	21600	41547
3207	6729	20717	57169	58600	97743	40656	93368	68153	86103
69254	29951	80526	6131	36815	18263	97748	19941	58228	71627
72485	86036	3983	49649	40635	16476	75421	45056	18889	51576
