2299	1652	412	2230	1934	1681	2327	1922	1383	2096
1492	252	1952	1842	887	596	221	759	1900	1453
2185	343	643	85	1403	421	1885	2176	1277	262
2060	2421	790	801	2469	198	959	1011	1585	1480
2111	2006	653	952	2391	918	767	674	1452	2282
938	2231	318	1296	1329	994	236	808	1472	294
502	43	371	1399	54	2436	935	2296	332	2252
723	1718	790	1335	492	2031	1586	550	1038	1760
229	711	1415	752	91	1899	91	385	224	127
1241	2359	1579	1525	1630	2151	1937	301	1371	2445
1159	2406	1483	2161	118	1442	10	893	854	1422
740	718	1277	391	1164	2477	1244	221	100	1583
1580	2267	930	1431	178	751	721	8	130	1468
901	1065	320	1346	275	2287	962	732	1032	1002
734	1290	2429	1597	1600	176	1359	1230	2195	236
829	1692	858	2034	978	1100	2260	1927	106	283
2017	399	962	1650	989	587	1830	1619	2438	882
2236	1671	2260	1117	2164	1596	2277	280	1458	709
145	2219	2319	1282	1625	568	2408	503	1840	2028
1258	366	2219	1491	1135	837	1404	2390	925	765
2204	2301	2386	619	1252	2299	1057	1134	1450	618
1574	2165	1962	1037	2245	1176	1950	1848	2362	1195
2483	35	2094	1161	2293	1476	677	140	2141	783
1422	2237	1129	1731	216	1824	2135	566	297	458
2471	230	967	614	816	798	228	840	1169	944
