683	20106	13871	15887	12984	1086	316	17469	5515	24590
9899	10322	7327	23972	7032	24223	15660	24550	17794	12879
16669	640	16008	4909	16779	12165	17052	14463	6525	15914
441	15202	10389	16969	10299	6397	5634	24136	9537	6801
1864	17177	7230	2546	16780	13920	19951	16946	8449	6710
15403	10370	19242	16045	19191	12076	17447	24474	21852	12026
819	5929	23370	20152	10943	1487	2697	23637	21376	23816
16163	4835	1436	16935	19449	22163	754	3075	642	1938
2717	1880	963	15305	1100	1116	19474	19684	9493	12246
19180	10753	18077	2506	6024	19623	15788	11315	2989	11073
18615	7708	3375	10639	13290	11161	23487	22843	1798	20199
18258	3544	2406	2492	15554	12534	6292	16098	13445	21863
8745	8422	5938	4953	13357	7693	548	17482	19361	21793
4703	4831	3681	442	4898	23682	21896	23020	12093	5401
16607	1892	22768	24794	20690	13888	19402	23740	10452	8605
24756	21103	20939	4134	18427	16246	20781	12411	1438	8636
24483	23351	17542	2274	10142	5269	10337	12648	4653	5889
4285	9146	17649	8249	15798	1615	8000	3295	7034	9790
15866	14040	490	12682	16896	5761	15172	7929	23121	14156
12756	23045	19345	3502	20438	3721	7719	6778	2033	6158
4343	24676	11007	14927	22220	3338	13748	9177	9834	13788
3987	24399	20666	8694	15939	15850	18842	21694	23911	6015
10314	5820	1341	7910	1562	23168	14930	14210	18867	6743
7786	23721	12375	13960	4755	20635	12317	21423	19245	21803
3104	23328	7078	1682	9646	23038	13566	2138	259	11148
17106	13315	12248	6556	21382	24358	5701	21059	15270	5461
5125	30	10889	1662	18535	22843	18493	8386	1217	12655
3810	15010	4194	1387	58	20526	13335	18877	9592	12396
1972	16835	21506	21605	21990	6002	24930	21842	2451	5145
20119	8836	15085	10376	4	8358	2063	9310	1933	1147
9856	5729	12542	409	1382	23163	17938	20842	14037	20102
3776	22774	23839	10582	17960	11271	20709	18181	8986	7454
1558	18001	14848	11806	10036	12272	4216	8067	5436	12980
21742	10999	10045	4478	708	3805	3268	2950	10699	19174
20554	21072	17915	9376	10528	21651	21440	17907	22580	14018
6363	5164	16181	2415	13052	13076	2284	1020	18485	20605
16846	11888	11175	12785	2464	6694	17809	3060	9361	23691
1899	2789	8710	15656	2743	12105	17666	24963	13818	4516
2449	18027	12580	15429	2908	4138	20335	7313	11859	3956
350	7860	5558	17328	3425	8925	10531	1341	17767	24837
9997	13667	1304	5516	7463	11144	16558	9634	19861	7450
15437	2680	6909	9944	10249	1547	18574	6500	13315	17331
17321	17964	24218	11098	19356	18898	1314	15093	21194	14549
21910	16049	15848	7267	24294	8197	1651	6547	21075	15588
12547	1856	8067	2795	7369	5492	8699	16018	328	17144
8419	15983	17785	16656	887	998	20726	23576	19920	15550
16321	13906	5494	23591	727	18850	20114	10380	11965	16156
18431	18470	17539	11605	3428	9336	1005	8358	18469	3983
21622	13586	13260	21875	4882	12266	13083	21513	924	4371
2626	7354	6874	3608	10447	6429	9317	11220	24530	10543
2456	17905	19417	24892	21017	3600	9534	19296	21325	18956
20682	3238	15715	7278	10946	20053	5435	22076	16311	16802
13612	19226	6875	16634	17546	5391	22004	10111	869	17764
7750	13472	13827	290	7744	19322	5772	9177	18229	3847
24264	6064	16794	10775	12444	3412	15429	21452	22404	6985
5496	11807	5318	3990	18963	14759	8421	4433	11921	10357
18990	18636	9493	19636	18572	22200	8410	20378	4974	19321
1807	2197	4313	13470	11113	3170	24556	1524	7102	13824
6795	3559	6639	22812	12667	1478	19331	3167	9741	4575
24834	24744	21392	17042	9084	3363	15692	5925	20199	1896
15618	4339	16721	20646	23765	1869	16879	5621	15625	23856
22554	4964	12550	1412	4244	14082	898	20565	19672	2775
10205	13359	23423	14096	6257	437	15925	995	4021	2684
21409	24263	19067	4555	12490	8439	3139	16335	10162	8782
11131	12356	20245	3740	17550	14856	1472	21529	2124	204
22951	2584	16946	23911	5363	9400	17778	19258	2325	3545
14575	18756	21898	22315	8698	20863	23768	13329	19916	10
1958	19097	15987	12153	24018	13983	11254	1460	1041	4891
15923	19357	15795	17063	14741	17486	20329	7257	3959	3778
