74598	46597	24131	10048	19370	46168	60264	65281	45467	63202
33400	45383	60571	44062	60736	43150	47903	49798	22598	14830
34865	71292	54036	48834	22258	33576	23005	65111	7468	19258
64729	11245	14243	27615	43569	71891	27395	34771	18507	25014
49400	7170	60106	59268	57091	30764	40971	51965	64475	57601
32556	69429	53041	17976	5358	49826	52695	63854	66219	51974
14018	26035	70574	25060	19972	30580	53054	15226	39970	37587
72942	1698	40218	9122	25836	12059	544	62917	17096	56778
10866	5405	53195	2086	36131	1478	1457	72530	62828	53151
33255	17752	12084	35892	486	7318	15748	43331	37486	43986
34094	12700	210	246	64047	16622	48158	40749	48364	62327
58868	9020	3940	13059	50704	14021	39570	52114	73755	30914
61273	62986	36821	22741	53745	59715	58960	74787	23121	64000
57698	12959	70915	5877	68927	40504	42263	70030	29569	34582
54361	69756	11411	2028	50443	35130	4538	44002	70340	72147
40644	22016	64599	12334	7711	12758	56945	14276	39135	61797
47694	68305	1654	55162	34402	11236	3856	41613	50061	45373
47211	25848	19783	19910	53638	18410	14186	73934	43708	11683
45308	35377	48935	28853	62311	58392	70233	35625	26499	53835
26381	16192	3403	15646	65787	67890	25536	53854	74723	23609
16210	53464	26125	45403	67433	67791	52029	6734	70370	3882
57299	61113	22184	8121	39410	5540	45177	9681	7622	25819
28126	35098	65292	9366	36116	38015	18187	33238	35125	15888
2641	40	9942	15859	68514	67834	44555	21254	21984	35378
19984	47505	54275	4057	68579	70284	50370	15513	67653	25646
32623	26313	29832	5264	49662	55217	5498	30803	8383	73986
69848	55531	17832	46422	42360	43613	51192	34173	43840	22814
62099	52620	69765	37273	51879	16588	26550	63329	38901	21799
50351	62528	56639	45672	42153	16720	63710	72340	7351	53382
60376	38811	53712	51423	59815	41946	12954	63025	71575	58235
34859	32277	46911	20386	37291	64082	66549	15033	43497	7696
787	56053	43295	7529	54447	33670	36307	4043	14024	53208
56235	32931	50809	18485	41053	65243	18969	46561	53861	25477
28748	9830	42262	45342	25667	24648	20140	64356	23068	58085
70207	19425	3071	32651	19177	28886	63230	68728	53842	21993
26677	4652	48125	4802	27545	10294	26492	52303	28251	60320
